Time,El_grid,PV_feed,PV_self,E_hp,H_hp,E_boiler,H_boiler
1233,15.578229,0.0,1.1506212,11.88885,35.666551,0.0,0.0
1234,13.452922,0.0,4.3578232,10.260746,30.782237,0.0,0.0
1235,7.1974915,0.0,7.1217844,8.1392758,24.417828,0.0,0.0
1236,3.2284647,0.0,8.3583933,5.096858,15.290574,0.0,0.0
1237,1.0104319,0.0,10.169838,2.8602697,8.580809,0.0,0.0
1238,0.0,1.5652505,8.5233502,2.3833502,7.1500505,0.0,0.0
1239,0.0,2.0882842,6.3370941,1.8570941,5.5712823,0.0,0.0
1240,0.40830776,0.0,5.9483598,2.1366676,6.4100028,0.0,0.0
1241,2.8172841,0.0,3.4651654,2.2024496,6.6073488,0.0,0.0
1242,6.15153,0.0,0.93873964,2.8602697,8.580809,0.0,0.0
1243,8.7959098,0.0,0.0,4.1759098,12.52773,0.0,0.0
1244,8.2832559,0.0,0.0,4.3732559,13.119768,0.0,0.0
1245,7.5568104,0.0,0.0,4.3568104,13.070431,0.0,0.0
1246,7.1848199,0.0,0.0,4.5048199,13.51446,0.0,0.0
1247,7.6733035,0.0,0.0,5.1133035,15.339911,0.0,0.0
1248,8.4740146,0.0,0.0,5.8040146,17.412044,0.0,0.0
1249,7.5755786,0.0,0.0,5.9355786,17.806736,0.0,0.0
1250,6.9635881,0.0,0.0,6.0835881,18.250764,0.0,0.0
1251,6.9193701,0.0,0.0,6.1493701,18.44811,0.0,0.0
1252,7.2631617,0.0,0.0,6.3631617,19.089485,0.0,0.0
1253,7.5291807,0.0,0.0,6.6591807,19.977542,0.0,0.0
1254,7.8378537,0.0,0.0,6.7578537,20.273561,0.0,0.0
1255,8.5271902,0.0,0.0,6.8071902,20.421571,0.0,0.0
1256,10.712088,0.0,0.072210741,6.7742992,20.322898,0.0,0.0
1257,8.3180738,0.0,1.7297323,6.0178061,18.053418,0.0,0.0
1258,5.2298929,0.0,4.8309936,5.5408865,16.62266,0.0,0.0
1259,1.2557155,0.0,6.8733224,4.4390379,13.317114,0.0,0.0
1260,0.11553198,0.0,7.8410414,4.1265733,12.37972,0.0,0.0
1261,0.0,1.3198888,8.3107438,3.3207438,9.9622313,0.0,0.0
1262,0.0,3.0911079,5.3062412,2.4162412,7.2487235,0.0,0.0
1263,0.0,1.5632735,5.4022126,1.9722126,5.9166378,0.0,0.0
1264,0.0,0.40164485,5.3486105,1.2486105,3.7458315,0.0,0.0
1265,0.0,0.24042751,3.4565724,0.65657242,1.9697173,0.0,0.0
1266,4.8384588,0.0,1.0337538,1.9722126,5.9166378,0.0,0.0
1267,9.5765258,0.0,0.0,3.3865258,10.159577,0.0,0.0
1268,8.2005543,0.0,0.0,3.8305543,11.491663,0.0,0.0
1269,8.0343458,0.0,0.0,4.0443458,12.133038,0.0,0.0
1270,7.7623553,0.0,0.0,4.1923553,12.577066,0.0,0.0
1271,7.4986114,0.0,0.0,4.7186114,14.155834,0.0,0.0
1272,7.5435405,0.0,0.0,5.3435405,16.030622,0.0,0.0
1273,7.0815976,0.0,0.0,6.2315976,18.694793,0.0,0.0
1274,6.7026876,0.0,0.0,5.9026876,17.708063,0.0,0.0
1275,6.7175691,0.0,0.0,5.7875691,17.362707,0.0,0.0
1276,6.7346781,0.0,0.0,5.7546781,17.264034,0.0,0.0
1277,7.8342992,0.0,0.0,6.7742992,20.322898,0.0,0.0
1278,8.2738728,0.0,0.0,7.0538728,21.161618,0.0,0.0
1279,7.7255786,0.0,0.0,5.9355786,17.806736,0.0,0.0
1280,9.0819688,0.0,0.062709328,5.7546781,17.264034,0.0,0.0
1281,9.6482137,0.0,1.0375543,5.425768,16.277304,0.0,0.0
1282,6.8039103,0.0,3.112663,4.1265733,12.37972,0.0,0.0
1283,0.57071919,0.0,6.2082235,2.9589427,8.876828,0.0,0.0
1284,0.0,0.8640155,8.0749142,2.5149142,7.5447425,0.0,0.0
1285,0.0,2.3206015,7.8848666,1.7748666,5.3245998,0.0,0.0
1286,0.0,0.94618145,7.1946295,1.5446295,4.6338885,0.0,0.0
1287,0.0,0.75854907,5.836857,1.626857,4.880571,0.0,0.0
1288,0.0,0.29331154,5.0246295,1.5446295,4.6338885,0.0,0.0
1289,2.8033654,0.0,3.4390366,1.462402,4.387206,0.0,0.0
1290,5.0488306,0.0,1.3140455,1.9228761,5.7686283,0.0,0.0
1291,9.7751396,0.0,0.024703675,3.1398433,9.4195298,0.0,0.0
1292,9.2465733,0.0,0.0,4.1265733,12.37972,0.0,0.0
1293,8.2099384,0.0,0.0,4.6199384,13.859815,0.0,0.0
1294,8.2792749,0.0,0.0,4.6692749,14.007825,0.0,0.0
1295,7.7872844,0.0,0.0,4.8172844,14.451853,0.0,0.0
1296,6.8377585,0.0,0.0,5.2777585,15.833276,0.0,0.0
1297,6.4048675,0.0,0.0,5.2448675,15.734603,0.0,0.0
1298,6.075531,0.0,0.0,5.195531,15.586593,0.0,0.0
1299,5.939749,0.0,0.0,5.129749,15.389247,0.0,0.0
1300,5.8590855,0.0,0.0,5.1790855,15.537257,0.0,0.0
1301,6.099986,0.0,0.0,5.359986,16.079958,0.0,0.0
1302,6.320223,0.0,0.0,5.590223,16.770669,0.0,0.0
1303,6.818422,0.0,0.0,5.228422,15.685266,0.0,0.0
1304,8.3370894,0.0,0.16057389,3.7976633,11.39299,0.0,0.0
1305,7.3965791,0.0,0.35392765,3.0905068,9.2715203,0.0,0.0
1306,8.8191213,0.0,0.61854201,3.7976633,11.39299,0.0,0.0
1307,11.058049,0.0,1.0271028,6.2151521,18.645456,0.0,0.0
1308,9.3530665,0.0,1.8613269,4.7843934,14.35318,0.0,0.0
1309,4.4679814,0.0,5.4314829,4.1594643,12.478393,0.0,0.0
1310,7.1375169,0.0,2.8532744,4.0607913,12.182374,0.0,0.0
1311,8.5884047,0.0,2.5021972,4.5706019,13.711806,0.0,0.0
1312,6.0351687,0.0,3.3592247,4.7843934,14.35318,0.0,0.0
1313,7.5208108,0.0,2.0513551,4.7021659,14.106498,0.0,0.0
1314,8.0321993,0.0,0.46129362,4.6034929,13.810479,0.0,0.0
1315,9.4706019,0.0,0.0,4.5706019,13.711806,0.0,0.0
1316,9.5899384,0.0,0.0,4.6199384,13.859815,0.0,0.0
1317,9.0015024,0.0,0.0,4.7515024,14.254507,0.0,0.0
1318,8.6548675,0.0,0.0,5.2448675,15.734603,0.0,0.0
1319,8.0822135,0.0,0.0,5.4422135,16.326641,0.0,0.0
1320,7.5793225,0.0,0.0,5.4093225,16.227968,0.0,0.0
1321,7.491076,0.0,0.0,5.031076,15.093228,0.0,0.0
1322,6.768185,0.0,0.0,4.998185,14.994555,0.0,0.0
1323,6.456858,0.0,0.0,5.096858,15.290574,0.0,0.0
1324,6.388422,0.0,0.0,5.228422,15.685266,0.0,0.0
1325,6.6148675,0.0,0.0,5.2448675,15.734603,0.0,0.0
1326,6.5072844,0.0,0.0,4.8172844,14.451853,0.0,0.0
1327,6.1279479,0.0,0.0,4.7679479,14.303844,0.0,0.0
1328,6.7640621,0.0,0.039430865,4.6034929,13.810479,0.0,0.0
1329,9.2238329,0.0,0.076011307,6.6098442,19.829533,0.0,0.0
1330,12.248535,0.0,0.76486377,6.5933987,19.780196,0.0,0.0
1331,11.426825,0.0,0.84562579,5.6724506,17.017352,0.0,0.0
1332,13.013372,0.0,0.84277536,7.8761478,23.628444,0.0,0.0
1333,10.112068,0.0,2.278914,7.0209818,21.062945,0.0,0.0
1334,8.9363144,0.0,2.2470843,6.5933987,19.780196,0.0,0.0
1335,7.9003044,0.0,2.9364118,6.3467162,19.040149,0.0,0.0
1336,3.2212047,0.0,5.6690183,5.590223,16.770669,0.0,0.0
1337,6.8680274,0.0,1.7886411,5.6066685,16.820006,0.0,0.0
1338,8.2906323,0.0,0.46271883,5.8533511,17.560053,0.0,0.0
1339,11.023538,0.0,0.000950141,6.2644886,18.793466,0.0,0.0
1340,12.002972,0.0,0.0,6.8729722,20.618917,0.0,0.0
1341,11.201645,0.0,0.0,6.9716453,20.914936,0.0,0.0
1342,11.392309,0.0,0.0,6.9223087,20.766926,0.0,0.0
1343,10.229655,0.0,0.0,7.1196548,21.358964,0.0,0.0
1344,9.3772378,0.0,0.0,7.5472378,22.641713,0.0,0.0
1345,8.8756738,0.0,0.0,7.4156738,22.247021,0.0,0.0
1346,8.4812188,0.0,0.0,7.2512188,21.753656,0.0,0.0
1347,8.6321193,0.0,0.0,7.4321193,22.296358,0.0,0.0
1348,8.4779013,0.0,0.0,7.4979013,22.493704,0.0,0.0
1349,8.5614558,0.0,0.0,7.4814558,22.444367,0.0,0.0
1350,8.8307923,0.0,0.0,7.5307923,22.592377,0.0,0.0
1351,9.3214558,0.0,0.0,7.4814558,22.444367,0.0,0.0
1352,10.888025,0.0,0.066984964,7.4650103,22.395031,0.0,0.0
1353,11.388481,0.0,0.4114112,7.3498918,22.049675,0.0,0.0
1354,10.051627,0.0,2.1064633,6.9880908,20.964272,0.0,0.0
1355,7.0288604,0.0,4.3516473,6.5605077,19.681523,0.0,0.0
1356,7.4108382,0.0,4.2381054,6.4289437,19.286831,0.0,0.0
1357,9.0934354,0.0,1.5886363,6.6920717,20.076215,0.0,0.0
1358,10.298546,0.0,1.3544265,6.8729722,20.618917,0.0,0.0
1359,9.8116167,0.0,2.1306919,6.9223087,20.766926,0.0,0.0
1360,12.142157,0.0,1.2912421,6.5933987,19.780196,0.0,0.0
1361,11.550039,0.0,0.39383358,7.0538728,21.161618,0.0,0.0
1362,11.523658,0.0,0.32732369,7.0209818,21.062945,0.0,0.0
1363,14.00501,0.0,0.0,7.4650103,22.395031,0.0,0.0
1364,15.258612,0.0,0.0,8.1886123,24.565837,0.0,0.0
1365,13.779039,0.0,0.0,7.9090388,23.727117,0.0,0.0
1366,13.254821,0.0,0.0,7.9748208,23.924463,0.0,0.0
1367,11.895484,0.0,0.0,7.9254843,23.776453,0.0,0.0
1368,10.790366,0.0,0.0,7.8103658,23.431098,0.0,0.0
1369,9.7683753,0.0,0.0,7.9583753,23.875126,0.0,0.0
1370,9.7934938,0.0,0.0,8.0734938,24.220482,0.0,0.0
1371,9.8650578,0.0,0.0,8.2050578,24.615174,0.0,0.0
1372,9.7850578,0.0,0.0,8.2050578,24.615174,0.0,0.0
1373,10.022404,0.0,0.0,8.4024039,25.207212,0.0,0.0
1374,10.474631,0.0,0.0,8.4846314,25.453894,0.0,0.0
1375,11.806195,0.0,0.0,8.6161954,25.848586,0.0,0.0
1376,12.369576,0.0,0.17150051,8.5010769,25.503231,0.0,0.0
1377,11.463567,0.0,1.2366089,8.3201764,24.960529,0.0,0.0
1378,8.7170901,0.0,4.4181572,7.6952473,23.085742,0.0,0.0
1379,7.2266195,0.0,4.8523718,7.1689913,21.506974,0.0,0.0
1380,2.0336667,0.0,8.9375045,6.5111712,19.533514,0.0,0.0
1381,4.0747633,0.0,7.0139433,6.1987066,18.59612,0.0,0.0
1382,10.217959,0.0,2.5696572,6.5276167,19.58285,0.0,0.0
1383,9.4013725,0.0,1.6584717,6.6098442,19.829533,0.0,0.0
1384,10.080096,0.0,1.102639,6.6427352,19.928206,0.0,0.0
1385,10.50738,0.0,0.37625597,6.8236357,20.470907,0.0,0.0
1386,11.593024,0.0,0.11686738,7.3498918,22.049675,0.0,0.0
1387,11.491456,0.0,0.0,7.4814558,22.444367,0.0,0.0
1388,10.999418,0.0,0.0,6.8894177,20.668253,0.0,0.0
1389,9.9496072,0.0,0.0,6.3796072,19.138822,0.0,0.0
1390,9.5906971,0.0,0.0,6.0506971,18.152091,0.0,0.0
1391,8.177332,0.0,0.0,5.557332,16.671996,0.0,0.0
1392,6.4004125,0.0,0.0,5.0804125,15.241238,0.0,0.0
1393,5.8215024,0.0,0.0,4.7515024,14.254507,0.0,0.0
1394,5.0583744,0.0,0.0,4.4883744,13.465123,0.0,0.0
1395,5.0445828,0.0,0.0,4.2745828,12.823749,0.0,0.0
1396,4.9203649,0.0,0.0,4.3403649,13.021095,0.0,0.0
1397,5.4837299,0.0,0.0,4.8337299,14.50119,0.0,0.0
1398,5.8043934,0.0,0.0,4.7843934,14.35318,0.0,0.0
1399,6.9379479,0.0,0.0,4.7679479,14.303844,0.0,0.0
1400,9.2310612,0.0,0.065559752,4.8666209,14.599863,0.0,0.0
1401,6.6731685,0.0,0.59098791,4.5541564,13.662469,0.0,0.0
1402,6.9491038,0.0,2.0912611,4.3403649,13.021095,0.0,0.0
1403,7.3814633,0.0,1.2242571,4.6857204,14.057161,0.0,0.0
1404,8.9994457,0.0,1.0969382,4.6363839,13.909152,0.0,0.0
1405,10.428551,0.0,1.4907718,5.4093225,16.227968,0.0,0.0
1406,6.5460579,0.0,2.3739281,5.359986,16.079958,0.0,0.0
1407,0.56086771,0.0,6.5621511,4.1430188,12.429057,0.0,0.0
1408,0.0,1.6870579,6.0280898,3.5180898,10.554269,0.0,0.0
1409,3.1581553,0.0,4.4875175,3.9456728,11.837019,0.0,0.0
1410,7.2439838,0.0,1.5572816,4.5212654,13.563796,0.0,0.0
1411,11.53572,0.0,0.0,4.6857204,14.057161,0.0,0.0
1412,9.3130664,0.0,0.0,4.8830664,14.649199,0.0,0.0
1413,10.433304,0.0,0.0,5.1133035,15.339911,0.0,0.0
1414,9.285294,0.0,0.0,4.965294,14.895882,0.0,0.0
1415,7.8730664,0.0,0.0,4.8830664,14.649199,0.0,0.0
1416,6.5821659,0.0,0.0,4.7021659,14.106498,0.0,0.0
1417,6.253967,0.0,0.0,5.063967,15.191901,0.0,0.0
1418,5.7646305,0.0,0.0,5.0146305,15.043892,0.0,0.0
1419,5.6872844,0.0,0.0,4.8172844,14.451853,0.0,0.0
1420,5.9872844,0.0,0.0,4.8172844,14.451853,0.0,0.0
1421,5.913967,0.0,0.0,5.063967,15.191901,0.0,0.0
1422,6.518422,0.0,0.0,5.228422,15.685266,0.0,0.0
1423,7.6277585,0.0,0.0,5.2777585,15.833276,0.0,0.0
1424,10.216667,0.0,0.020428039,5.327095,15.981285,0.0,0.0
1425,9.4073436,0.0,0.66842443,5.425768,16.277304,0.0,0.0
1426,7.6710205,0.0,2.379629,5.3106495,15.931949,0.0,0.0
1427,7.7371247,0.0,2.2846148,4.9817395,14.945219,0.0,0.0
1428,9.206646,0.0,2.1677475,4.7843934,14.35318,0.0,0.0
1429,10.154632,0.0,1.4646429,4.6692749,14.007825,0.0,0.0
1430,8.5664207,0.0,1.0342288,5.3106495,15.931949,0.0,0.0
1431,9.3740068,0.0,0.6171168,5.7711236,17.313371,0.0,0.0
1432,10.396402,0.0,0.40856077,6.7249627,20.174888,0.0,0.0
1433,11.864526,0.0,0.24181097,7.3663373,22.099012,0.0,0.0
1434,11.636729,0.0,0.25226252,7.1689913,21.506974,0.0,0.0
1435,12.935942,0.0,0.026603957,7.1525458,21.457637,0.0,0.0
1436,13.834299,0.0,0.0,6.7742992,20.322898,0.0,0.0
1437,11.846053,0.0,0.0,6.3960527,19.188158,0.0,0.0
1438,10.976479,0.0,0.0,6.1164791,18.349437,0.0,0.0
1439,10.685579,0.0,0.0,5.9355786,17.806736,0.0,0.0
1440,8.5126876,0.0,0.0,5.9026876,17.708063,0.0,0.0
1441,7.7253892,0.0,0.0,6.4453892,19.336168,0.0,0.0
1442,7.8027352,0.0,0.0,6.6427352,19.928206,0.0,0.0
1443,8.2732093,0.0,0.0,7.1032093,21.309628,0.0,0.0
1444,9.1230198,0.0,0.0,7.6130198,22.83906,0.0,0.0
1445,9.5297023,0.0,0.0,7.8597023,23.579107,0.0,0.0
1446,9.4612663,0.0,0.0,7.9912663,23.973799,0.0,0.0
1447,10.439702,0.0,0.0,7.8597023,23.579107,0.0,0.0
1448,11.679334,0.0,0.2332597,7.8925933,23.67778,0.0,0.0
1449,8.6425076,0.0,2.2931661,7.4156738,22.247021,0.0,0.0
1450,5.1289113,0.0,5.3402694,6.6591807,19.977542,0.0,0.0
1451,2.5997069,0.0,7.8196632,6.1493701,18.44811,0.0,0.0
1452,5.4065015,0.0,5.9906411,6.0671426,18.201428,0.0,0.0
1453,6.6623084,0.0,4.6732701,5.9355786,17.806736,0.0,0.0
1454,3.5961233,0.0,5.5545262,5.3106495,15.931949,0.0,0.0
1455,4.682039,0.0,4.7659089,4.7679479,14.303844,0.0,0.0
1456,5.5578459,0.0,3.2110026,4.9488485,14.846546,0.0,0.0
1457,6.557955,0.0,2.5516046,5.6395596,16.918679,0.0,0.0
1458,7.000868,0.0,1.888881,5.129749,15.389247,0.0,0.0
1459,12.518341,0.0,0.053682985,5.9520241,17.856072,0.0,0.0
1460,11.403825,0.0,0.0,6.3138252,18.941476,0.0,0.0
1461,11.593162,0.0,0.0,6.3631617,19.089485,0.0,0.0
1462,10.495152,0.0,0.0,6.2151521,18.645456,0.0,0.0
1463,9.7653892,0.0,0.0,6.4453892,19.336168,0.0,0.0
1464,8.9998442,0.0,0.0,6.6098442,19.829533,0.0,0.0
1465,6.7377585,0.0,0.0,5.2777585,15.833276,0.0,0.0
1466,4.6989903,0.0,0.0,3.6989903,11.096971,0.0,0.0
1467,4.8334453,0.0,0.0,3.8634453,11.590336,0.0,0.0
1468,4.9627818,0.0,0.0,3.9127818,11.738346,0.0,0.0
1469,4.5567628,0.0,0.0,3.6167628,10.850288,0.0,0.0
1470,4.4223078,0.0,0.0,3.4523078,10.356923,0.0,0.0
1471,4.8245353,0.0,0.0,3.5345353,10.603606,0.0,0.0
1472,6.5412558,0.0,0.023753533,3.9950093,11.985028,0.0,0.0
1473,6.9091999,0.0,0.64514597,4.0443458,12.133038,0.0,0.0
1474,5.5440248,0.0,4.1340649,3.5180898,10.554269,0.0,0.0
1475,6.3595229,0.0,1.935913,3.7154358,11.146308,0.0,0.0
1476,5.7554667,0.0,1.7891161,4.2745828,12.823749,0.0,0.0
1477,1.2731076,0.0,7.3094373,3.6825448,11.047635,0.0,0.0
1478,1.5344343,0.0,7.2106226,4.7350569,14.205171,0.0,0.0
1479,0.0,1.7899578,6.7209332,2.8109332,8.4327995,0.0,0.0
1480,0.0,2.0123759,6.6771417,2.5971417,7.791425,0.0,0.0
1481,2.6657769,0.0,3.8376208,3.1233978,9.3701933,0.0,0.0
1482,5.7089758,0.0,1.6100145,3.6989903,11.096971,0.0,0.0
1483,9.5503476,0.0,0.086462861,4.3568104,13.070431,0.0,0.0
1484,9.915294,0.0,0.0,4.965294,14.895882,0.0,0.0
1485,8.7746305,0.0,0.0,5.0146305,15.043892,0.0,0.0
1486,8.63264,0.0,0.0,5.16264,15.48792,0.0,0.0
1487,8.264441,0.0,0.0,5.524441,16.573323,0.0,0.0
1488,8.1958156,0.0,0.0,6.1658156,18.497447,0.0,0.0
1489,8.0749627,0.0,0.0,6.7249627,20.174888,0.0,0.0
1490,7.9827352,0.0,0.0,6.6427352,19.928206,0.0,0.0
1491,8.1261003,0.0,0.0,7.1361003,21.408301,0.0,0.0
1492,8.2876643,0.0,0.0,7.2676643,21.802993,0.0,0.0
1493,9.0630198,0.0,0.0,7.6130198,22.83906,0.0,0.0
1494,9.3512663,0.0,0.0,7.9912663,23.973799,0.0,0.0
1495,8.9252473,0.0,0.0,7.6952473,23.085742,0.0,0.0
1496,10.234956,0.0,0.43849023,7.3334463,22.000339,0.0,0.0
1497,6.4100778,0.0,3.2290553,5.9191331,17.757399,0.0,0.0
1498,3.0776745,0.0,6.3122639,4.6199384,13.859815,0.0,0.0
1499,0.0,1.5351841,7.5158623,3.4358623,10.307587,0.0,0.0
1500,0.0,4.1386749,6.8064782,2.6464782,7.9394345,0.0,0.0
1501,0.0,4.7852888,6.9826867,2.4326867,7.29806,0.0,0.0
1502,0.0,5.8509527,5.669511,1.429511,4.288533,0.0,0.0
1503,0.0,4.0239955,6.1539184,0.85391842,2.5617553,0.0,0.0
1504,0.0,0.67555439,6.3516909,0.77169092,2.3150728,0.0,0.0
1505,1.5462142,0.0,4.7041497,0.87036392,2.6110918,0.0,0.0
1506,6.5671107,0.0,0.76533884,2.2024496,6.6073488,0.0,0.0
1507,10.073297,0.0,0.022328321,3.2056253,9.6168758,0.0,0.0
1508,9.6325448,0.0,0.0,3.6825448,11.047635,0.0,0.0
1509,8.4863363,0.0,0.0,3.8963363,11.689009,0.0,0.0
1510,7.8321183,0.0,0.0,3.9621183,11.886355,0.0,0.0
1511,6.8245828,0.0,0.0,4.2745828,12.823749,0.0,0.0
1512,7.2837775,0.0,0.0,5.5737775,16.721333,0.0,0.0
1513,6.9397966,0.0,0.0,5.8697966,17.60939,0.0,0.0
1514,7.3109342,0.0,0.0,6.2809342,18.842803,0.0,0.0
1515,7.3064791,0.0,0.0,6.1164791,18.349437,0.0,0.0
1516,8.1167638,0.0,0.0,7.0867638,21.260291,0.0,0.0
1517,7.7769532,0.0,0.0,6.5769532,19.73086,0.0,0.0
1518,4.3598433,0.0,0.0,3.1398433,9.4195298,0.0,0.0
1519,4.9973787,0.0,0.0,2.8273787,8.482136,0.0,0.0
1520,6.1761122,0.0,0.034205088,3.6003173,10.800952,0.0,0.0
1521,7.9609808,0.0,0.13872064,4.3897014,13.169104,0.0,0.0
1522,10.033287,0.0,0.46224376,5.195531,15.586593,0.0,0.0
1523,8.913476,0.0,2.3834295,5.8369056,17.510717,0.0,0.0
1524,9.1205382,0.0,3.5316753,5.4422135,16.326641,0.0,0.0
1525,12.619093,0.0,1.9373382,5.3764315,16.129295,0.0,0.0
1526,6.2670987,0.0,4.1568683,5.063967,15.191901,0.0,0.0
1527,3.1265526,0.0,6.9393572,4.1759098,12.52773,0.0,0.0
1528,0.91369211,0.0,8.0552982,3.6989903,11.096971,0.0,0.0
1529,3.3284363,0.0,3.8551985,3.3536348,10.060904,0.0,0.0
1530,6.7958969,0.0,1.2133305,3.9292273,11.787682,0.0,0.0
1531,8.2049504,0.0,0.084087508,4.4390379,13.317114,0.0,0.0
1532,10.649323,0.0,0.0,5.4093225,16.227968,0.0,0.0
1533,10.850697,0.0,0.0,6.0506971,18.152091,0.0,0.0
1534,10.834062,0.0,0.0,6.5440622,19.632187,0.0,0.0
1535,9.4658632,0.0,0.0,6.9058632,20.71759,0.0,0.0
1536,8.6238728,0.0,0.0,7.0538728,21.161618,0.0,0.0
1537,8.4712188,0.0,0.0,7.2512188,21.753656,0.0,0.0
1538,8.2427828,0.0,0.0,7.3827828,22.148348,0.0,0.0
1539,8.8023563,0.0,0.0,7.6623563,22.987069,0.0,0.0
1540,9.4588494,0.0,0.0,8.4188494,25.256548,0.0,0.0
1541,9.1006028,0.0,0.0,8.0406028,24.121809,0.0,0.0
1542,10.206432,0.0,0.0,8.8464324,26.539297,0.0,0.0
1543,11.216432,0.0,0.0,8.8464324,26.539297,0.0,0.0
1544,13.630003,0.0,0.31022115,9.060224,27.180672,0.0,0.0
1545,11.332938,0.0,2.3116939,8.4846314,25.453894,0.0,0.0
1546,11.967214,0.0,1.990071,8.2872854,24.861856,0.0,0.0
1547,6.1960827,0.0,5.8291171,6.9551998,20.865599,0.0,0.0
1548,2.7228992,0.0,7.9313048,5.294204,15.882612,0.0,0.0
1549,0.79039455,0.0,7.8092116,2.9096062,8.7288185,0.0,0.0
1550,0.0,1.6478972,6.5960041,2.1860041,6.5580123,0.0,0.0
1551,2.4041396,0.0,4.6998741,2.3340137,7.002041,0.0,0.0
1552,3.6711598,0.0,2.6774983,1.9886581,5.9659743,0.0,0.0
1553,4.6621082,0.0,1.5287774,2.0708856,6.2126568,0.0,0.0
1554,6.3411316,0.0,0.68932754,2.3504592,7.0513775,0.0,0.0
1555,8.3608414,0.0,0.018527756,2.6793692,8.0381075,0.0,0.0
1556,8.5833978,0.0,0.0,3.1233978,9.3701933,0.0,0.0
1557,8.7918813,0.0,0.0,3.7318813,11.195644,0.0,0.0
1558,7.8261469,0.0,0.0,4.4061469,13.218441,0.0,0.0
1559,7.4692273,0.0,0.0,3.9292273,11.787682,0.0,0.0
1560,5.7423553,0.0,0.0,4.1923553,12.577066,0.0,0.0
1561,6.049749,0.0,0.0,5.129749,15.389247,0.0,0.0
1562,6.2331141,0.0,0.0,5.6231141,16.869342,0.0,0.0
1563,7.0002707,0.0,0.0,6.3302707,18.990812,0.0,0.0
1564,6.9938252,0.0,0.0,6.3138252,18.941476,0.0,0.0
1565,7.3044886,0.0,0.0,6.2644886,18.793466,0.0,0.0
1566,6.9711236,0.0,0.0,5.7711236,17.313371,0.0,0.0
1567,7.519986,0.0,0.0,5.359986,16.079958,0.0,0.0
1568,9.6906277,0.0,0.20713081,5.2777585,15.833276,0.0,0.0
1569,7.8565302,0.0,1.0874368,5.063967,15.191901,0.0,0.0
1570,8.3117644,0.0,1.9302121,5.2119765,15.63593,0.0,0.0
1571,8.6862167,0.0,3.1986508,5.2448675,15.734603,0.0,0.0
1572,7.4668708,0.0,3.8361956,4.8830664,14.649199,0.0,0.0
1573,3.9846336,0.0,8.3550678,4.3897014,13.169104,0.0,0.0
1574,2.7226735,0.0,6.9165538,3.9292273,11.787682,0.0,0.0
1575,5.9128994,0.0,3.2974655,4.3403649,13.021095,0.0,0.0
1576,2.7929092,0.0,5.2338535,3.6167628,10.850288,0.0,0.0
1577,5.1568441,0.0,2.7976912,3.5345353,10.603606,0.0,0.0
1578,8.1386792,0.0,0.92211216,4.0607913,12.182374,0.0,0.0
1579,10.480238,0.0,0.11259175,4.6528294,13.958488,0.0,0.0
1580,11.563778,0.0,0.0,5.5737775,16.721333,0.0,0.0
1581,10.10155,0.0,0.0,5.49155,16.47465,0.0,0.0
1582,9.5131141,0.0,0.0,5.6231141,16.869342,0.0,0.0
1583,9.1329246,0.0,0.0,6.1329246,18.398774,0.0,0.0
1584,8.9494177,0.0,0.0,6.8894177,20.668253,0.0,0.0
1585,8.2658632,0.0,0.0,6.9058632,20.71759,0.0,0.0
1586,8.0318823,0.0,0.0,7.2018823,21.605647,0.0,0.0
1587,8.5365743,0.0,0.0,7.5965743,22.789723,0.0,0.0
1588,8.8097023,0.0,0.0,7.8597023,23.579107,0.0,0.0
1589,9.2206028,0.0,0.0,8.0406028,24.121809,0.0,0.0
1590,9.5041573,0.0,0.0,8.0241573,24.072472,0.0,0.0
1591,10.785058,0.0,0.0,8.2050578,24.615174,0.0,0.0
1592,11.875724,0.0,0.058433692,8.0241573,24.072472,0.0,0.0
1593,11.662896,0.0,0.94301527,7.6459108,22.937733,0.0,0.0
1594,9.7168469,0.0,2.6979263,7.2347733,21.70432,0.0,0.0
1595,2.7008061,0.0,7.4989905,5.8697966,17.60939,0.0,0.0
1596,0.0,3.3249689,8.3888485,4.9488485,14.846546,0.0,0.0
1597,0.0,1.7229344,9.7348199,4.5048199,13.51446,0.0,0.0
1598,0.0,3.7485,8.5297014,4.3897014,13.169104,0.0,0.0
1599,0.0,2.9201149,7.6763363,3.8963363,11.689009,0.0,0.0
1600,0.0,0.7397328,7.6376633,3.7976633,11.39299,0.0,0.0
1601,4.1257672,0.0,4.1388156,4.2745828,12.823749,0.0,0.0
1602,8.6611034,0.0,0.97864557,5.129749,15.389247,0.0,0.0
1603,10.709915,0.0,0.049407349,5.4093225,16.227968,0.0,0.0
1604,11.574915,0.0,0.0,5.9849151,17.954745,0.0,0.0
1605,13.309418,0.0,0.0,6.8894177,20.668253,0.0,0.0
1606,12.74411,0.0,0.0,7.2841098,21.852329,0.0,0.0
1607,11.409892,0.0,0.0,7.3498918,22.049675,0.0,0.0
1608,9.5407923,0.0,0.0,7.5307923,22.592377,0.0,0.0
1609,10.365769,0.0,0.0,8.8957689,26.687307,0.0,0.0
1610,10.099323,0.0,0.0,8.8793234,26.63797,0.0,0.0
1611,10.347997,0.0,0.0,8.9779965,26.93399,0.0,0.0
1612,11.498518,0.0,0.0,10.178518,30.535554,0.0,0.0
